Event Code,Gender,Event,Rank,SDMS ID,Family Name,Given Name,NPC,Birth,Result,Time (ms),Qualification,Date,City,Country
SWMF5003030000,M,Men's 50 m Freestyle S3,1,29710,Liu,Benying,CHN,1996,00:40.64,40640,MQS,2019-08-30,Tianjin,China
SWMF5003030000,M,Men's 50 m Freestyle S3,2,23453,Lopez Diaz,Diego,MEX,1994,00:42.64,42640,MQS,2019-04-05,Indianapolis,United States of America
SWMF5003030000,M,Men's 50 m Freestyle S3,3,29706,Zou,Liankang,CHN,1995,00:45.40,45400,MQS,2019-09-14,London,Great Britain
SWMF5003030000,M,Men's 50 m Freestyle S3,4,32247,Ostapchenko,Denys,UKR,2001,00:46.09,46090,MQS,2019-09-14,London,Great Britain
SWMF5003030000,M,Men's 50 m Freestyle S3,5,19802,Palamarchuk,Serhii,UKR,1989,00:46.64,46640,MQS,2019-05-03,Kamianske,Ukraine
SWMF5003030000,M,Men's 50 m Freestyle S3,6,26431,Boni,Vincenzo,ITA,1988,00:46.87,46870,MQS,2019-09-14,London,Great Britain
SWMF5003030000,M,Men's 50 m Freestyle S3,7,30132,Topf,Josia Tim Alexander,GER,2003,00:52.67,52670,MQS,2019-09-14,London,Great Britain
SWMF5003030000,M,Men's 50 m Freestyle S3,8,31816,Zarate Rodriguez,Marcos Rafael,MEX,1999,00:52.89,52890,MQS,2019-08-30,Lima,Peru
SWMF5003030000,M,Men's 50 m Freestyle S3,9,3478,Martinez Tajuelo,Miguel Angel,ESP,1984,00:53.33,53330,MQS,2019-03-30,MADRID,Spain
SWMF5003030000,M,Men's 50 m Freestyle S3,10,8331,Patterson,Grant,AUS,1989,00:53.50,53500,MQS,2019-04-11,Adelaide,Australia
SWMF5003030000,M,Men's 50 m Freestyle S3,11,3529,Kaewsri,Charkorn,THA,1973,00:53.53,53530,MQS,2018-10-10,Jakarta,Indonesia
SWMF5003030000,M,Men's 50 m Freestyle S3,12,3428,Kostakis,Ioannis,GRE,1971,00:54.02,54020,MQS,2019-04-06,Ptolemaida,Greece
SWMF5003030000,M,Men's 50 m Freestyle S3,13,10815,Kelly,Ahmed,AUS,1991,00:55.68,55680,MET,2019-04-11,Adelaide,Australia
SWMF5003030000,M,Men's 50 m Freestyle S3,14,29068,Beliaev,Aleksandr,RUS,1988,00:56.89,56890,MET,2019-09-14,London,Great Britain
SWMF5003030000,M,Men's 50 m Freestyle S3,15,41242,dos Santos Araujo,Gabriel Geraldo,BRA,2002,00:57.88,57880,MET,2019-08-30,Lima,Peru
SWMF5003030000,M,Men's 50 m Freestyle S3,16,28139,Abarza,Alberto,CHI,1984,00:59.01,59010,MET,2019-04-05,Indianapolis,United States of America
SWMF5003030000,M,Men's 50 m Freestyle S3,17,18624,Otowski,Kamil,POL,1999,01:00.20,60200,MET,2018-11-17,Szczecin,Poland
SWMF5003030000,M,Men's 50 m Freestyle S3,18,23976,Elsayed,Youssef,EGY,1997,01:01.66,61660,MET,2019-09-14,London,Great Britain
SWMF5003030000,M,Men's 50 m Freestyle S3,19,29315,Becker Da Silva,Bruno,BRA,1990,01:02.47,62470,MET,2019-08-30,Lima,Peru
SWMF5003030000,M,Men's 50 m Freestyle S3,20,26958,Danilenko,Vladimir,RUS,1999,01:02.95,62950,MET,2019-05-14,Dzerzhinsk,Russia
SWMF5003030000,M,Men's 50 m Freestyle S3,21,3456,Tronco,Cristopher,MEX,1985,01:04.03,64030,MET,2019-08-30,Lima,Peru
SWMF5003030000,M,Men's 50 m Freestyle S3,22,41705,Dvorskyi,Yurii,UKR,1986,01:05.28,65280,MET,2019-05-03,Kamianske,Ukraine
SWMF5003030000,M,Men's 50 m Freestyle S3,23,14783,Panibratets,Ievgen,UKR,1983,01:05.36,65360,MET,2019-05-03,Kamianske,Ukraine
SWMF5004010000,M,Men's 50 m Freestyle S4,1,3693,Leslie,Cameron,NZL,1990,00:37.14,37140,MQS,2019-09-13,London,Great Britain
SWMF5004010000,M,Men's 50 m Freestyle S4,2,3713,Suzuki,Takayuki,JPN,1987,00:37.56,37560,MQS,2019-09-13,London,Great Britain
SWMF5004010000,M,Men's 50 m Freestyle S4,3,20545,Zhdanov,Roman,RUS,1998,00:39.14,39140,MQS,2019-09-13,London,Great Britain
SWMF5004010000,M,Men's 50 m Freestyle S4,4,19355,Jo,Giseong,KOR,1995,00:39.90,39900,MQS,2018-10-25,Jeonju,South Korea
SWMF5004010000,M,Men's 50 m Freestyle S4,5,20050,Topkin,Matz,EST,1998,00:40.26,40260,MQS,2019-06-08,Berlin,Germany
SWMF5004010000,M,Men's 50 m Freestyle S4,6,3613,Smetanine,David,FRA,1974,00:40.63,40630,MQS,2019-06-08,Berlin,Germany
SWMF5004010000,M,Men's 50 m Freestyle S4,7,3645,Petracek,Arnost,CZE,1991,00:41.01,41010,MQS,2019-09-13,London,Great Britain
SWMF5004010000,M,Men's 50 m Freestyle S4,8,14782,Mustafaev,Eskender,RUS,1981,00:41.58,41580,MQS,2019-05-14,Dzerzhinsk,Russia
SWMF5004010000,M,Men's 50 m Freestyle S4,9,3870,Sanchez Martinez,Gustavo,MEX,1994,00:41.78,41780,MQS,2019-08-25,Lima,Peru
SWMF5004010000,M,Men's 50 m Freestyle S4,10,36274,Ernhofer,Andreas,AUT,1997,00:41.87,41870,MQS,2019-06-01,Lignano Sabbiadoro,Italy
SWMF5004010000,M,Men's 50 m Freestyle S4,11,27035,Beggiato,Luigi,ITA,1998,00:42.14,42140,MQS,2019-06-01,Lignano Sabbiadoro,Italy
SWMF5004010000,M,Men's 50 m Freestyle S4,12,22473,Malyar,Ariel,ISR,2000,00:42.34,42340,MQS,2019-02-09,Netanya,Israel
SWMF5004010000,M,Men's 50 m Freestyle S4,13,17862,Derevinskyi,Andrii,UKR,1988,00:42.37,42370,MQS,2019-05-03,Kamianske,Ukraine
SWMF5004010000,M,Men's 50 m Freestyle S4,14,3554,Duric,Darko,SLO,1989,00:42.40,42400,MQS,2019-09-13,London,Great Britain
SWMF5004010000,M,Men's 50 m Freestyle S4,15,34764,Dadaon,Ami Omer,ISR,2000,00:42.86,42860,MQS,2019-03-16,Netanya,Israel
SWMF5004010000,M,Men's 50 m Freestyle S4,16,4146,Morelli,Efrem,ITA,1979,00:43.91,43910,MET,2019-05-04,Trieste,Italy
SWMF5004010000,M,Men's 50 m Freestyle S4,17,23455,Hernandez Hernandez,Jesus,MEX,1991,00:45.56,45560,MET,2019-09-13,London,Great Britain
SWMF5004010000,M,Men's 50 m Freestyle S4,18,7192,Brajsa,Tomi,CRO,1993,00:46.68,46680,MET,2019-09-13,London,Great Britain
SWMF5005010000,M,Men's 50 m Freestyle S5,1,3761,Dias,Daniel,BRA,1988,00:31.83,31830,MQS,2019-09-09,London,Great Britain
SWMF5005010000,M,Men's 50 m Freestyle S5,2,29703,Wang,Lichao,CHN,1993,00:32.22,32220,MQS,2019-08-26,Tianjin,China
SWMF5005010000,M,Men's 50 m Freestyle S5,3,33716,Fuhrer,Stephan,SUI,1967,00:32.73,32730,MQS,2019-06-08,Berlin,Germany
SWMF5005010000,M,Men's 50 m Freestyle S5,4,14964,Bocciardo,Francesco,ITA,1994,00:32.89,32890,MQS,2019-09-09,London,Great Britain
SWMF5005010000,M,Men's 50 m Freestyle S5,5,33355,Zulkafly,Muhammad Nur Syaiful,MAS,1995,00:33.20,33200,MQS,2019-09-09,London,Great Britain
SWMF5005010000,M,Men's 50 m Freestyle S5,6,4438,Semenenko,Yaroslav,UKR,1987,00:33.23,33230,MQS,2019-09-09,London,Great Britain
SWMF5005010000,M,Men's 50 m Freestyle S5,7,30045,Kubasov,Artur,RUS,2001,00:34.29,34290,MQS,2019-05-14,Dzerzhinsk,Russia
SWMF5005010000,M,Men's 50 m Freestyle S5,8,8941,Vo,Thanh Tung,VIE,1985,00:34.40,34400,MQS,2018-10-10,Jakarta,Indonesia
SWMF5005010000,M,Men's 50 m Freestyle S5,9,22563,Curin,Theo,FRA,2000,00:34.97,34970,MQS,2019-09-09,London,Great Britain
SWMF5005010000,M,Men's 50 m Freestyle S5,10,24287,Kabyshev,Oleksii,UKR,1998,00:35.28,35280,MQS,2019-05-03,Kamianske,Ukraine
SWMF5005010000,M,Men's 50 m Freestyle S5,11,8926,Daliyev,Siyazbek,KAZ,1990,00:35.37,35370,MQS,2019-09-09,London,Great Britain
SWMF5005010000,M,Men's 50 m Freestyle S5,12,22574,Ponce Bertran,Antoni,ESP,1987,00:35.41,35410,MQS,2019-04-28,Glasgow,Great Britain
SWMF5005010000,M,Men's 50 m Freestyle S5,13,23961,Hashad,Ahmad,EGY,2000,00:35.53,35530,MQS,2019-04-28,Glasgow,Great Britain
SWMF5005010000,M,Men's 50 m Freestyle S5,14,3865,Rodriguez,Sebastian,ESP,1957,00:35.64,35640,MQS,2019-03-30,MADRID,Spain
SWMF5005010000,M,Men's 50 m Freestyle S5,15,3805,Kryzhanovskiy,Dmitry,RUS,1974,00:36.07,36070,MQS,2019-05-14,Dzerzhinsk,Russia
SWMF5005010000,M,Men's 50 m Freestyle S5,16,10930,Mullen,Andrew,GBR,1996,00:36.11,36110,MQS,2018-12-01,Manchester,Great Britain
SWMF5005010000,M,Men's 50 m Freestyle S5,17,26718,Li,Junsheng,CHN,2000,00:36.49,36490,MET,2018-10-10,Jakarta,Indonesia
SWMF5007020000,M,Men's 50 m Freestyle S7,1,32250,Trusov,Andrii,UKR,2000,00:27.07,27070,MQS,2019-09-15,London,Great Britain
SWMF5007020000,M,Men's 50 m Freestyle S7,2,17226,Hrynenko,Bohdan,UKR,1995,00:27.69,27690,MQS,2019-05-02,Kamianske,Ukraine
SWMF5007020000,M,Men's 50 m Freestyle S7,3,10594,Sukharev,Sergei,RUS,1991,00:27.81,27810,MQS,2019-09-15,London,Great Britain
SWMF5007020000,M,Men's 50 m Freestyle S7,4=,29017,Zhang,Yilong,CHN,1996,00:27.92,27920,MQS,2019-08-31,Tianjin,China
SWMF5007020000,M,Men's 50 m Freestyle S7,4=,8935,Bohodaiko,Yevhenii,UKR,1994,00:27.92,27920,MQS,2019-09-15,London,Great Britain
SWMF5007020000,M,Men's 50 m Freestyle S7,6,21432,Serrano Zarate,Carlos,COL,1998,00:28.11,28110,MQS,2019-05-09,Medellín,Colombia
SWMF5007020000,M,Men's 50 m Freestyle S7,7,5304,Levy,Matthew,AUS,1987,00:28.93,28930,MQS,2019-04-11,Adelaide,Australia
SWMF5007020000,M,Men's 50 m Freestyle S7,8,20612,Toh,Wei Soong,SGP,1998,00:29.01,29010,MQS,2018-10-06,Jakarta,Indonesia
SWMF5007020000,M,Men's 50 m Freestyle S7,9,30469,Sadie,Christian,RSA,1997,00:29.06,29060,MQS,2019-04-09,Durban,South Africa
SWMF5007020000,M,Men's 50 m Freestyle S7,10,22559,Bicelli,Federico,ITA,1999,00:29.13,29130,MQS,2019-09-15,London,Great Britain
SWMF5007020000,M,Men's 50 m Freestyle S7,11,15020,Crispin Corzo,Nelson,COL,1992,00:29.19,29190,MQS,2019-09-13,London,Great Britain
SWMF5007020000,M,Men's 50 m Freestyle S7,12,7257,Pollap,Tobias,GER,1986,00:29.39,29390,MQS,2019-06-01,Lignano Sabbiadoro,Italy
SWMF5007020000,M,Men's 50 m Freestyle S7,13,26434,Efrosinin,Egor,RUS,1998,00:29.71,29710,MQS,2019-09-15,London,Great Britain
SWMF5007020000,M,Men's 50 m Freestyle S7,14,19483,Malyar,Mark,ISR,2000,00:29.87,29870,MQS,2019-06-08,Berlin,Germany
SWMF5007020000,M,Men's 50 m Freestyle S7,15,32761,Fantin,Antonio,ITA,2001,00:29.92,29920,MQS,2019-09-13,London,Great Britain
SWMF5007020000,M,Men's 50 m Freestyle S7,16=,4970,Austin,Evan,USA,1992,00:29.96,29960,MET,2019-04-05,Indianapolis,United States of America
SWMF5007020000,M,Men's 50 m Freestyle S7,16=,14539,Wang,Jingang,CHN,1991,00:29.96,29960,MET,2019-09-13,London,Great Britain
SWMF5007020000,M,Men's 50 m Freestyle S7,18,17471,van Hofweegen,Thijs,NED,1996,00:30.52,30520,MET,2019-04-07,The Hague,Netherlands
SWMF5007020000,M,Men's 50 m Freestyle S7,19,42473,Chardard,Laurent,FRA,1995,00:30.57,30570,MET,2019-09-13,London,Great Britain
SWMF5007020000,M,Men's 50 m Freestyle S7,20,26891,Jones,Michael,GBR,1994,00:30.59,30590,MET,2019-09-15,London,Great Britain
SWMF5007020000,M,Men's 50 m Freestyle S7,21,23588,Basiloff,Inaki,ARG,2001,00:30.69,30690,MET,2019-08-28,Lima,Peru
SWMF5007020000,M,Men's 50 m Freestyle S7,22,35357,Huang,Xianquan,CHN,1999,00:30.93,30930,MET,2019-04-28,Glasgow,Great Britain
SWMF5007020000,M,Men's 50 m Freestyle S7,23,17277,Gladkov,Andrei,RUS,1997,00:31.01,31010,MET,2019-05-14,Dzerzhinsk,Russia
SWMF5009020000,M,Men's 50 m Freestyle S9,1,33124,Barlaam,Simone,ITA,2000,00:24.00,24000,MQS,2019-09-15,London,Great Britain
SWMF5009020000,M,Men's 50 m Freestyle S9,2,14876,Tarasov,Denis,RUS,1993,00:25.14,25140,MQS,2019-09-15,London,Great Britain
SWMF5009020000,M,Men's 50 m Freestyle S9,3,19421,Disken,Timothy,AUS,1996,00:25.61,25610,MQS,2019-02-16,Melbourne,Australia
SWMF5009020000,M,Men's 50 m Freestyle S9,4,19046,Ciulli,Simone,ITA,1986,00:26.04,26040,MQS,2019-09-15,London,Great Britain
SWMF5009020000,M,Men's 50 m Freestyle S9,5,26226,Shchalkanau,Yahor,BLR,2001,00:26.06,26060,MQS,2019-03-17,Minsk,Belarus
SWMF5009020000,M,Men's 50 m Freestyle S9,6,32236,Solberg,Fredrik,NOR,2001,00:26.07,26070,MQS,2019-09-15,London,Great Britain
SWMF5009020000,M,Men's 50 m Freestyle S9,7=,5980,Lahteenmaki,Leo,FIN,1991,00:26.15,26150,MQS,2019-06-08,Berlin,Germany
SWMF5009020000,M,Men's 50 m Freestyle S9,7=,14480,Silva,Ruiter,BRA,1992,00:26.15,26150,MQS,2019-09-15,London,Great Britain
SWMF5009020000,M,Men's 50 m Freestyle S9,9,22989,Mozgovoi,Bogdan,RUS,2000,00:26.23,26230,MQS,2019-09-15,London,Great Britain
SWMF5009020000,M,Men's 50 m Freestyle S9,10,14875,Skaliukh,Alexander,RUS,1994,00:26.30,26300,MQS,2019-05-14,Dzerzhinsk,Russia
SWMF5009020000,M,Men's 50 m Freestyle S9,11,5439,Mari Alcaraz,Jose Antonio,ESP,1988,00:26.34,26340,MQS,2019-06-15,TENERIFE,Spain
SWMF5009020000,M,Men's 50 m Freestyle S9,12,32561,Drumond Olivia,Joao Pedro,BRA,2003,00:26.42,26420,MQS,2019-08-26,Lima,Peru
SWMF5009020000,M,Men's 50 m Freestyle S9,13,5890,Yamada,Takuro,JPN,1991,00:26.43,26430,MQS,2019-03-02,Fuji,Japan
SWMF5009020000,M,Men's 50 m Freestyle S9,14,21838,Arbuthnott,Christopher,NZL,1998,00:26.45,26450,MQS,2019-06-20,Auckland,New Zealand
SWMF5009020000,M,Men's 50 m Freestyle S9,15,11267,Caetano,Gino,POR,1994,00:26.51,26510,MQS,2019-09-15,London,Great Britain
SWMF5009020000,M,Men's 50 m Freestyle S9,16=,20335,White,Lewis,GBR,2000,00:26.54,26540,MQS,2019-07-26,Glasgow,Great Britain
SWMF5009020000,M,Men's 50 m Freestyle S9,16=,10485,Michalentzakis,Dimosthenis,GRE,1998,00:26.54,26540,MQS,2019-09-13,London,Great Britain
SWMF5009020000,M,Men's 50 m Freestyle S9,18,21395,Silva de Sousa,Gabriel Cristiano,BRA,1995,00:26.63,26630,MQS,2019-04-26,Sao Paolo,Brazil
SWMF5009020000,M,Men's 50 m Freestyle S9,19,5542,Filho,Vanilton,BRA,1993,00:26.67,26670,MQS,2019-08-26,Lima,Peru
SWMF5009020000,M,Men's 50 m Freestyle S9,20=,29698,Xu,Haijiao,CHN,1994,00:26.79,26790,MET,2018-10-06,Jakarta,Indonesia
SWMF5009020000,M,Men's 50 m Freestyle S9,20=,21760,Wang,Jie,CHN,1996,00:26.79,26790,MET,2019-09-15,London,Great Britain
SWMF5009020000,M,Men's 50 m Freestyle S9,22,29696,Yang,Guanglong,CHN,1996,00:26.81,26810,MET,2019-09-13,London,Great Britain
SWMF5009020000,M,Men's 50 m Freestyle S9,23,6480,Toth,Tamas,HUN,1992,00:26.82,26820,MET,2019-09-15,London,Great Britain
SWMF5009020000,M,Men's 50 m Freestyle S9,24,36209,Popham,Ben,AUS,2000,00:26.94,26940,MET,2019-09-13,London,Great Britain
SWMF5009020000,M,Men's 50 m Freestyle S9,25,17481,van Duuren,Tim,NED,1998,00:27.09,27090,MET,2019-04-14,Eindhoven,Netherlands
SWMF5009020000,M,Men's 50 m Freestyle S9,26,5617,Kalina,Andrei,RUS,1987,00:27.40,27400,MET,2019-06-08,Berlin,Germany
SWMF5009020000,M,Men's 50 m Freestyle S9,27,26514,Hrehorowicz,Igor,POL,2002,00:27.53,27530,MET,2018-11-17,Szczecin,Poland
SWMF5009020000,M,Men's 50 m Freestyle S9,28,5712,Morlacchi,Federico,ITA,1993,00:27.60,27600,MET,2018-12-16,Brescia,Italy
SWMF5009020000,M,Men's 50 m Freestyle S9,29=,5949,Grachat,David,POR,1987,00:27.63,27630,MET,2019-05-11,Oeiras,Portugal
SWMF5009020000,M,Men's 50 m Freestyle S9,29=,33115,Leach,Jacob,GBR,2000,00:27.63,27630,MET,2019-07-26,Glasgow,Great Britain
SWMF5009020000,M,Men's 50 m Freestyle S9,31,30040,Nikolaev,Andrei,RUS,2000,00:27.66,27660,MET,2019-09-13,London,Great Britain
SWMF5009020000,M,Men's 50 m Freestyle S9,32,9175,Andrade Guillen,Luis Armando,MEX,1995,00:27.85,27850,MET,2018-11-25,"ACAPULCO, GUERRERO",Mexico
SWMF5010010000,M,Men's 50 m Freestyle S10,1,6421,Rodrigues,Phelipe Andrews Melo,BRA,1990,00:23.50,23500,MQS,2019-04-26,Sao Paolo,Brazil
SWMF5010010000,M,Men's 50 m Freestyle S10,2,15328,Crothers,Rowan,AUS,1997,00:23.54,23540,MQS,2019-04-11,Adelaide,Australia
SWMF5010010000,M,Men's 50 m Freestyle S10,3,35998,Raimondi,Stefano,ITA,1998,00:23.63,23630,MQS,2019-09-09,London,Great Britain
SWMF5010010000,M,Men's 50 m Freestyle S10,4,30034,Krypak,Maksym,UKR,1995,00:23.74,23740,MQS,2019-09-09,London,Great Britain
SWMF5010010000,M,Men's 50 m Freestyle S10,5,22291,Dubrov,Denys,UKR,1989,00:24.39,24390,MQS,2019-05-02,Kamianske,Ukraine
SWMF5010010000,M,Men's 50 m Freestyle S10,6,7632,Grigoryev,Dmitry,RUS,1992,00:24.62,24620,MQS,2019-09-09,London,Great Britain
SWMF5010010000,M,Men's 50 m Freestyle S10,7,42193,Welsh,Rod,AUS,1985,00:24.92,24920,MQS,2019-04-11,Adelaide,Australia
SWMF5010010000,M,Men's 50 m Freestyle S10,8,10591,Bartasinskii,Dmitrii,RUS,1995,00:24.93,24930,MQS,2019-09-09,London,Great Britain
SWMF5010010000,M,Men's 50 m Freestyle S10,9,6309,Levecq,David,ESP,1984,00:24.99,24990,MQS,2019-09-09,London,Great Britain
SWMF5010010000,M,Men's 50 m Freestyle S10,10,22551,Elliot,Alexander,CAN,1996,00:25.08,25080,MQS,2019-09-09,London,Great Britain
SWMF5010010000,M,Men's 50 m Freestyle S10,11,27130,Takken,Bas,NED,1999,00:25.28,25280,MQS,2019-04-14,Eindhoven,Netherlands
SWMF5010010000,M,Men's 50 m Freestyle S10,12,41218,Martin,William,AUS,2000,00:25.80,25800,MET,2019-09-09,London,Great Britain
SWMF5010010000,M,Men's 50 m Freestyle S10,13,7610,Izadyar,Shahin,IRI,1993,00:25.95,25950,MET,2018-10-09,Jakarta,Indonesia
SWMF5011010000,M,Men's 50 m Freestyle S11,1,21759,Hua,Dongdong,CHN,1999,00:26.13,26130,MQS,2019-09-09,London,Great Britain
SWMF5011010000,M,Men's 50 m Freestyle S11,2,30746,Belarmino Pereira,Wendell,BRA,1998,00:26.20,26200,MQS,2019-09-09,London,Great Britain
SWMF5011010000,M,Men's 50 m Freestyle S11,3,24354,Belousov,Kirill,RUS,2000,00:26.25,26250,MQS,2019-09-09,London,Great Britain
SWMF5011010000,M,Men's 50 m Freestyle S11,4,6620,Enhamed,Enhamed,ESP,1987,00:26.36,26360,MQS,2019-09-09,London,Great Britain
SWMF5011010000,M,Men's 50 m Freestyle S11,5,6706,Yang,Bozun,CHN,1986,00:26.37,26370,MQS,2019-08-28,Tianjin,China
SWMF5011010000,M,Men's 50 m Freestyle S11,6,6597,Kimura,Keiichi,JPN,1990,00:26.57,26570,MQS,2019-09-09,London,Great Britain
SWMF5011010000,M,Men's 50 m Freestyle S11,7,26537,Tomita,Uchu,JPN,1989,00:26.91,26910,MQS,2018-10-11,Jakarta,Indonesia
SWMF5011010000,M,Men's 50 m Freestyle S11,8,22716,Makowski,Wojciech,POL,1992,00:26.98,26980,MQS,2019-06-08,Berlin,Germany
SWMF5011010000,M,Men's 50 m Freestyle S11,9,22682,Matakas,Edgaras,LTU,1998,00:27.28,27280,MQS,2019-09-09,London,Great Britain
SWMF5011010000,M,Men's 50 m Freestyle S11,10,11010,Herbst,Hendri,RSA,1992,00:27.58,27580,MQS,2019-09-09,London,Great Britain
SWMF5011010000,M,Men's 50 m Freestyle S11,11,11607,Rheine Correa Souza,Matheus,BRA,1992,00:27.65,27650,MQS,2019-04-26,Sao Paolo,Brazil
SWMF5011010000,M,Men's 50 m Freestyle S11,12,11940,Lou,Chenquan,CHN,1990,00:27.66,27660,MQS,2019-08-28,Tianjin,China
SWMF5011010000,M,Men's 50 m Freestyle S11,13,28029,Cabraja,Matthew,CAN,2002,00:27.82,27820,MQS,2019-08-08,Winnpeg,Canada
SWMF5011010000,M,Men's 50 m Freestyle S11,14,7432,Cantero Elvira,Jose Ramon,ESP,1993,00:27.88,27880,MQS,2019-06-08,Berlin,Germany
SWMF5011010000,M,Men's 50 m Freestyle S11,15,6675,Smyrnov,Viktor,UKR,1986,00:28.23,28230,MQS,2019-09-09,London,Great Britain
SWMF5011010000,M,Men's 50 m Freestyle S11,16,21399,Perdigao Maia,Jose Luiz,BRA,1999,00:28.25,28250,MQS,2019-04-26,Sao Paolo,Brazil
SWMF5011010000,M,Men's 50 m Freestyle S11,17,22697,Zudzilau,Hryhory,BLR,1999,00:28.26,28260,MQS,2019-06-08,Berlin,Germany
SWMF5011010000,M,Men's 50 m Freestyle S11,18,22667,Koval,Maksim,RUS,1994,00:28.27,28270,MQS,2019-09-09,London,Great Britain
SWMF5011010000,M,Men's 50 m Freestyle S11,19,6698,Viana,Alex,BRA,1991,00:28.45,28450,MQS,2019-04-26,Sao Paolo,Brazil
SWMF5011010000,M,Men's 50 m Freestyle S11,20,6641,Ortega,Yunerki,CUB,1990,00:28.52,28520,MET,2019-08-29,Lima,Peru
SWMF5011010000,M,Men's 50 m Freestyle S11,21=,36661,Minor,Ross,USA,1998,00:28.74,28740,MET,2018-12-15,Oro Valley,United States of America
SWMF5011010000,M,Men's 50 m Freestyle S11,21=,26368,Gunnarsson,Mar,ISL,1999,00:28.74,28740,MET,2019-09-09,London,Great Britain
SWMF5011010000,M,Men's 50 m Freestyle S11,23,9186,Lemus Rojas,Leider Albeiro,COL,1987,00:28.75,28750,MET,2019-05-09,Medellín,Colombia
SWMF5011010000,M,Men's 50 m Freestyle S11,24,39351,Serbin,Mykhailo,UKR,2003,00:29.21,29210,MET,2019-09-09,London,Great Britain
SWMF5013020000,M,Men's 50 m Freestyle S13,1,7861,Boki,Ihar,BLR,1994,00:23.30,23300,MQS,2019-09-15,London,Great Britain
SWMF5013020000,M,Men's 50 m Freestyle S13,2,35973,Aslanov,Islam,UZB,1993,00:23.31,23310,MQS,2018-10-11,Jakarta,Indonesia
SWMF5013020000,M,Men's 50 m Freestyle S13,3,19526,Yaremenko,Illia,UKR,1997,00:23.53,23530,MQS,2019-09-11,London,Great Britain
SWMF5013020000,M,Men's 50 m Freestyle S13,4,6889,Veraksa,Maksym,UKR,1984,00:23.73,23730,MQS,2019-05-02,Kamianske,Ukraine
SWMF5013020000,M,Men's 50 m Freestyle S13,5,19525,Denysenko,Yaroslav,UKR,1991,00:23.91,23910,MQS,2019-09-11,London,Great Britain
SWMF5013020000,M,Men's 50 m Freestyle S13,6,28824,Tursunkhujaev,Muzaffar,UZB,1998,00:24.01,24010,MQS,2019-09-15,London,Great Britain
SWMF5013020000,M,Men's 50 m Freestyle S13,7=,7020,Salei,Dzmitry,BLR,1989,00:24.32,24320,MQS,2019-09-11,London,Great Britain
SWMF5013020000,M,Men's 50 m Freestyle S13,7=,11300,Salei,Raman,AZE,1994,00:24.32,24320,MQS,2019-09-11,London,Great Britain
SWMF5013020000,M,Men's 50 m Freestyle S13,9,39383,Garashchenko,Kyrylo,UKR,1998,00:24.53,24530,MQS,2019-09-15,London,Great Britain
SWMF5013020000,M,Men's 50 m Freestyle S13,10=,6936,Farrenberg,Carlos,BRA,1980,00:24.57,24570,MQS,2019-09-15,London,Great Britain
SWMF5013020000,M,Men's 50 m Freestyle S13,10=,41777,Virchenko,Oleksii,UKR,2001,00:24.57,24570,MQS,2019-09-15,London,Great Britain
SWMF5013020000,M,Men's 50 m Freestyle S13,12,9245,Clegg,Stephen,GBR,1995,00:24.78,24780,MQS,2019-09-11,London,Great Britain
SWMF5013020000,M,Men's 50 m Freestyle S13,13,22325,Jason,Braedan,AUS,1998,00:24.79,24790,MQS,2019-04-11,Adelaide,Australia
SWMF5013020000,M,Men's 50 m Freestyle S13,14,6792,Klippert,Sergii,UKR,1989,00:24.93,24930,MQS,2019-05-02,Kamianske,Ukraine
SWMF5013020000,M,Men's 50 m Freestyle S13,15,15207,Turbide,Nicolas Guy,CAN,1997,00:24.97,24970,MQS,2019-09-15,London,Great Britain
SWMF5013020000,M,Men's 50 m Freestyle S13,16,6937,Fedyna,Oleksii,UKR,1987,00:25.05,25050,MQS,2019-05-02,Kamianske,Ukraine
SWMF5013020000,M,Men's 50 m Freestyle S13,17,33616,Smit,Franco,RSA,1999,00:25.06,25060,MQS,2019-04-09,Durban,South Africa
SWMF5013020000,M,Men's 50 m Freestyle S13,18,41123,Stubbs,Oscar,AUS,2000,00:25.07,25070,MQS,2019-04-11,Adelaide,Australia
SWMF5013020000,M,Men's 50 m Freestyle S13,19,21816,Templeton,Jacob,AUS,1995,00:25.09,25090,MQS,2019-04-11,Adelaide,Australia
SWMF5013020000,M,Men's 50 m Freestyle S13,20,6967,Izotau,Uladzimir,BLR,1988,00:25.22,25220,MQS,2019-09-11,London,Great Britain
SWMF5013020000,M,Men's 50 m Freestyle S13,21,22500,Horlin,Dmitriy,UZB,1997,00:25.29,25290,MQS,2018-10-11,Jakarta,Indonesia
SWMF5013020000,M,Men's 50 m Freestyle S13,22,7043,Taiganidis,Charalampos,GRE,1981,00:25.38,25380,MQS,2019-05-22,Athens,Greece
SWMF5013020000,M,Men's 50 m Freestyle S13,23,20927,Nagano,Ryo,JPN,1997,00:25.40,25400,MQS,2018-10-11,Jakarta,Indonesia
SWMF5013020000,M,Men's 50 m Freestyle S13,24,18094,Rzetelski,Kamil,POL,1996,00:25.42,25420,MQS,2019-06-01,Lignano Sabbiadoro,Italy
SWMF5013020000,M,Men's 50 m Freestyle S13,25,36660,Matera,Douglas,BRA,1993,00:25.66,25660,MET,2019-08-29,Lima,Peru
SWMF5013020000,M,Men's 50 m Freestyle S13,26,22687,Vashkevich,Maksim,BLR,1999,00:25.77,25770,MET,2019-09-11,London,Great Britain
