IPC Sport Data Management System;;;;;;;;;;;;;;
IPC Swimming Rankings - Rio 2016 Paralympic Games;;;;;;;;;;;;;;
User;;Guest;;;;;;;;;;;;
Timestamp;;Tue, 11 Aug 2015 12:47:49 +0200;;;;;;;;;;;;
Period Start;;15.10.2014;;;;;;;;;;;;
Period End;;14.8.2016;;;;;;;;;;;;
Course;;Long Course;;;;;;;;;;;;
;;;;;;;;;;;;;;
Event Code;Gender;Event;Rank;SDMS ID;Family Name;Given Name;NPC;Birth;Result;Time (ms);Qualification;Date;City;Country
SWMBA004010000;M;Men's 50 m Backstroke S4;4;3645;Petracek;Arnost;CZE;1991;00:46.33;46330;MQS;30.5.2015;Brno;Czech Republic
SWMBA004010000;M;Men's 50 m Backstroke S4;5;14554;Cordeiro Da Silva;Ronystony;BRA;1980;00:46.81;46810;MQS;19.7.2015;Glasgow;Great Britain
SWMBA004010000;M;Men's 50 m Backstroke S4;6;23765;;Mulyana;INA;1985;00:47.31;47310;MQS;20.10.2014;Incheon;South Korea
SWMBA004010000;M;Men's 50 m Backstroke S4;7;3599;Povysil;Jan;CZE;1982;00:48.90;48900;MQS;19.7.2015;Glasgow;Great Britain
SWMBA004010000;M;Men's 50 m Backstroke S4;8;23455;Hernandez Hernandez;Jesus;MEX;1991;00:49.19;49190;MQS;7.6.2015;Colorado  Springs, CO;United States of America
SWMBA004010000;M;Men's 50 m Backstroke S4;9;3870;Sanchez Martinez;Gustavo;MEX;1994;00:49.25;49250;MQS;19.7.2015;Glasgow;Great Britain
SWMBA004010000;M;Men's 50 m Backstroke S4;10;3613;Smetanine;David;FRA;1974;00:50.47;50470;MQS;19.7.2015;Glasgow;Great Britain
SWMBA004010000;M;Men's 50 m Backstroke S4;11;3579;Lopes;Nelson;POR;1978;00:52.20;52200;MQS;19.7.2015;Glasgow;Great Britain
SWMBA004010000;M;Men's 50 m Backstroke S4;12;17027;Jin;Zhipeng;CHN;1992;00:52.38;52380;MQS;20.10.2014;Incheon;South Korea
SWMBA004010000;M;Men's 50 m Backstroke S4;13;14782;Mustafaev;Eskender;RUS;1981;00:54.13;54130;MET;7.4.2015;Ramenskoe;Russia
SWMBA004010000;M;Men's 50 m Backstroke S4;14;3522;Doungkaew;Somchai;THA;1978;00:55.07;55070;MET;20.10.2014;Incheon;South Korea
SWMBA004010000;M;Men's 50 m Backstroke S4;15;12531;Kim;Kyunghyun;KOR;1983;00:56.02;56020;MET;20.10.2014;Incheon;South Korea
SWMBA004010000;M;Men's 50 m Backstroke S4;16;3573;Khmelnitskii;Ivan;RUS;1985;00:56.03;56030;MET;7.4.2015;Ramenskoe;Russia
SWMBA004010000;M;Men's 50 m Backstroke S4;17;3529;Kaewsri;CHARKORN;THA;1973;00:56.09;56090;MET;20.10.2014;Incheon;South Korea
SWMBA004010000;M;Men's 50 m Backstroke S4;18;10815;Kelly;Ahmed;AUS;1991;00:56.17;56170;MET;7.4.2015;Sydney;Australia
SWMBA004010000;M;Men's 50 m Backstroke S4;19;3605;Schoenmaker;Michael;NED;1983;00:56.74;56740;MET;21.2.2015;The Hague;Netherlands
SWMBA005010000;M;Men's 50 m Backstroke S5;1;3761;Dias;Daniel;BRA;1988;00:35.34;35340;MQS;13.7.2015;Glasgow;Great Britain
SWMBA005010000;M;Men's 50 m Backstroke S5;2;10930;Mullen;Andrew;GBR;1996;00:37.29;37290;MQS;13.7.2015;Glasgow;Great Britain
SWMBA005010000;M;Men's 50 m Backstroke S5;3;3917;Eroglu;Beytullah;TUR;1995;00:39.64;39640;MQS;13.7.2015;Glasgow;Great Britain
SWMBA005010000;M;Men's 50 m Backstroke S5;4;3963;Vereczkei;Zsolt;HUN;1977;00:40.65;40650;MQS;13.7.2015;Glasgow;Great Britain
SWMBA005010000;M;Men's 50 m Backstroke S5;5;8941;Vo;Thanh Tung;VIE;1985;00:41.42;41420;MQS;13.7.2015;Glasgow;Great Britain
SWMBA005010000;M;Men's 50 m Backstroke S5;6;3693;Leslie;Cameron;NZL;1990;00:41.95;41950;MQS;13.7.2015;Glasgow;Great Britain
SWMBA005010000;M;Men's 50 m Backstroke S5;7;3690;Larsen;Jonas;DEN;1992;00:42.63;42630;MQS;13.7.2015;Glasgow;Great Britain
SWMBA005010000;M;Men's 50 m Backstroke S5;8;22603;Massussi;Andrea;ITA;1994;00:42.68;42680;MQS;23.5.2015;Lignano Sabbiadoro;Italy
SWMBA005010000;M;Men's 50 m Backstroke S5;9;16884;Zhang;Chao;CHN;1994;00:43.00;43000;MQS;20.10.2014;Incheon;South Korea
SWMBA005010000;M;Men's 50 m Backstroke S5;10=;3722;Abdullah;Zul Amirul Sidi;MAS;1972;00:43.22;43220;MQS;20.10.2014;Incheon;South Korea
SWMBA005010000;M;Men's 50 m Backstroke S5;10=;23453;Lopez Diaz;Diego;MEX;1994;00:43.22;43220;MQS;13.7.2015;Glasgow;Great Britain
SWMBA005010000;M;Men's 50 m Backstroke S5;12;22590;Tiagunov;Viacheslav;RUS;1987;00:43.53;43530;MQS;13.7.2015;Glasgow;Great Britain
SWMBA005010000;M;Men's 50 m Backstroke S5;13;26718;Li;Junsheng;CHN;2000;00:44.21;44210;MQS;24.4.2015;Sao Paulo;Brazil
SWMBA005010000;M;Men's 50 m Backstroke S5;14;3886;Ten;Ricardo;ESP;1975;00:44.84;44840;MET;7.3.2015;Alcorcon (Madrid);Spain
SWMBA005010000;M;Men's 50 m Backstroke S5;15;22563;Curin;Theo;FRA;2000;00:45.13;45130;MET;6.3.2015;Dijon;France
SWMBA005010000;M;Men's 50 m Backstroke S5;16;3873;Scully;James;IRL;1993;00:45.18;45180;MET;13.7.2015;Glasgow;Great Britain
SWMBA005010000;M;Men's 50 m Backstroke S5;17;3728;Avelino;Francisco;BRA;1966;00:46.14;46140;MET;16.11.2014;Fortaleza;Brazil
SWMBA005010000;M;Men's 50 m Backstroke S5;18;4362;Siga;Jamery;MAS;1985;00:46.50;46500;MET;20.10.2014;Incheon;South Korea
SWMBA005010000;M;Men's 50 m Backstroke S5;19;17836;Nguyen;Thanh Trung;VIE;1982;00:46.89;46890;MET;13.7.2015;Glasgow;Great Britain
SWMBA005010000;M;Men's 50 m Backstroke S5;20;3849;Perkins;Roy;USA;1990;00:47.38;47380;MET;5.12.2014;Edmonton, AB;Canada
SWMBA101010000;M;Men's 100 m Backstroke S1;1;17859;Boiko;Hennadii;UKR;1974;02:29.82;149820;MQS;14.7.2015;Glasgow;Great Britain
SWMBA101010000;M;Men's 100 m Backstroke S1;2;19808;Kol;Anton;UKR;1990;02:36.11;156110;MQS;14.7.2015;Glasgow;Great Britain
SWMBA101010000;M;Men's 100 m Backstroke S1;3;3324;Tampaxis;Christos;GRE;1977;02:54.45;174450;MQS;14.7.2015;Glasgow;Great Britain
SWMBA101010000;M;Men's 100 m Backstroke S1;4;21041;Karypidis;Dimitrios;GRE;1989;03:07.05;187050;MQS;17.5.2015;Athens;Greece
SWMBA101010000;M;Men's 100 m Backstroke S1;5;14917;Golovko;Oleksandr;UKR;1972;03:08.30;188300;MQS;4.4.2015;Dniprodzerzhynsk;Ukraine
SWMBA101010000;M;Men's 100 m Backstroke S1;6;11917;Rojas Osorno;Luis Eduardo;COL;1970;03:34.76;214760;MQS;22.11.2014;Medellin;Colombia
SWMBA101010000;M;Men's 100 m Backstroke S1;7;3316;Katsaros;Andreas;GRE;1987;03:41.92;221920;MQS;28.3.2015;Naousa;Greece
SWMBA101010000;M;Men's 100 m Backstroke S1;8;11480;Tsaousis;Apostolos;GRE;1986;03:46.46;226460;MET;28.3.2015;Naousa;Greece
SWMBA102010000;M;Men's 100 m Backstroke S2;1;19802;Palamarchuk;Serhii;UKR;1989;02:08.31;128310;MQS;14.7.2015;Glasgow;Great Britain
SWMBA102010000;M;Men's 100 m Backstroke S2;2;3366;Kokarev;Dmitrii;RUS;1991;02:10.12;130120;MQS;14.7.2015;Glasgow;Great Britain
SWMBA102010000;M;Men's 100 m Backstroke S2;3;3402;Czech;Jacek;POL;1976;02:10.77;130770;MQS;14.7.2015;Glasgow;Great Britain
SWMBA102010000;M;Men's 100 m Backstroke S2;4;3581;Makrodimitris;Aristeidis;GRE;1991;02:11.72;131720;MQS;14.7.2015;Glasgow;Great Britain
SWMBA102010000;M;Men's 100 m Backstroke S2;5;14783;Panibratets;Ievgen;UKR;1983;02:16.35;136350;MQS;14.7.2015;Glasgow;Great Britain
SWMBA102010000;M;Men's 100 m Backstroke S2;6;7725;Mirzoev;Shamil;RUS;1991;02:24.09;144090;MQS;8.4.2015;Ramenskoe;Russia
SWMBA102010000;M;Men's 100 m Backstroke S2;7;22638;Stikhoenko;Dmitrii;RUS;1995;02:26.72;146720;MQS;8.4.2015;Ramenskoe;Russia
SWMBA102010000;M;Men's 100 m Backstroke S2;8;3352;Shalabi;Iad Josef;ISR;1987;02:31.10;151100;MQS;14.7.2015;Glasgow;Great Britain
SWMBA102010000;M;Men's 100 m Backstroke S2;9;3393;Bettella;Francesco;ITA;1989;02:34.31;154310;MQS;17.4.2015;Berlin;Germany
SWMBA102010000;M;Men's 100 m Backstroke S2;10;3335;Kapellakis;Georgios;GRE;1973;02:37.23;157230;MQS;17.5.2015;Athens;Greece
SWMBA102010000;M;Men's 100 m Backstroke S2;11;3339;Lovejoy;Curtis;USA;1957;02:40.85;160850;MQS;6.6.2015;Colorado  Springs, CO;United States of America
SWMBA102010000;M;Men's 100 m Backstroke S2;12;3332;Franek;Vojtech;CZE;1975;02:44.04;164040;MQS;17.4.2015;Berlin;Germany
SWMBA102010000;M;Men's 100 m Backstroke S2;13;10526;Pina;Joao;POR;1987;02:44.67;164670;MQS;14.7.2015;Glasgow;Great Britain
SWMBA106010000;M;Men's 100 m Backstroke S6;1;11935;Zheng;Tao;CHN;1990;01:12.94;72940;MQS;18.7.2015;Glasgow;Great Britain
SWMBA106010000;M;Men's 100 m Backstroke S6;2;9079;Glock;Talisson;BRA;1995;01:13.52;73520;MQS;18.7.2015;Glasgow;Great Britain
SWMBA106010000;M;Men's 100 m Backstroke S6;3;4438;Semenenko;Iaroslav;UKR;1987;01:14.93;74930;MQS;18.7.2015;Glasgow;Great Britain
SWMBA106010000;M;Men's 100 m Backstroke S6;4;15020;Crispin;Nelson;COL;1992;01:18.86;78860;MQS;18.7.2015;Glasgow;Great Britain
SWMBA106010000;M;Men's 100 m Backstroke S6;5;4307;Iwanow;Sebastian;GER;1985;01:19.40;79400;MQS;17.4.2015;Berlin;Germany
SWMBA106010000;M;Men's 100 m Backstroke S6;6;4347;Purdy;Adam;CAN;1981;01:20.32;80320;MQS;18.7.2015;Glasgow;Great Britain
SWMBA106010000;M;Men's 100 m Backstroke S6;7;14964;Bocciardo;Francesco;ITA;1994;01:21.09;81090;MQS;18.7.2015;Glasgow;Great Britain
SWMBA106010000;M;Men's 100 m Backstroke S6;8;17395;Klyagin;Sergey;RUS;1998;01:22.75;82750;MQS;18.7.2015;Glasgow;Great Britain
SWMBA106010000;M;Men's 100 m Backstroke S6;9;26666;Granichka;Andrei;RUS;1997;01:23.17;83170;MQS;8.4.2015;Ramenskoe;Russia
SWMBA106010000;M;Men's 100 m Backstroke S6;10;4158;Ngaimin;Agus;INA;1984;01:23.50;83500;MQS;18.7.2015;Glasgow;Great Britain
SWMBA106010000;M;Men's 100 m Backstroke S6;11;22595;Lenskii;Viacheslav;RUS;1992;01:23.65;83650;MQS;18.7.2015;Glasgow;Great Britain
SWMBA106010000;M;Men's 100 m Backstroke S6;12;8799;Joudah;Jawad;IRQ;1989;01:25.69;85690;MQS;22.10.2014;Incheon;South Korea
SWMBA106010000;M;Men's 100 m Backstroke S6;13;19404;Luchkin;Iurii;RUS;1997;01:25.93;85930;MQS;8.4.2015;Ramenskoe;Russia
SWMBA107010000;M;Men's 100 m Backstroke S7;1;17277;Gladkov;Andrei;RUS;1997;01:09.70;69700;MQS;18.7.2015;Glasgow;Great Britain
SWMBA107010000;M;Men's 100 m Backstroke S7;2;14949;Pereira;Italo;BRA;1995;01:12.48;72480;MQS;16.11.2014;Fortaleza;Brazil
SWMBA107010000;M;Men's 100 m Backstroke S7;3;14781;Kvasnytsia;Marian;UKR;1992;01:13.16;73160;MQS;18.7.2015;Glasgow;Great Britain
SWMBA107010000;M;Men's 100 m Backstroke S7;4;7455;de Andrade;Matias;ARG;1993;01:15.08;75080;MQS;18.7.2015;Glasgow;Great Britain
SWMBA107010000;M;Men's 100 m Backstroke S7;5;7190;Sinovcic;Dino;CRO;1992;01:16.32;76320;MQS;18.7.2015;Glasgow;Great Britain
SWMBA107010000;M;Men's 100 m Backstroke S7;6;4776;Ejima;Daisuke;JPN;1986;01:17.47;77470;MQS;22.10.2014;Incheon;South Korea
SWMBA107010000;M;Men's 100 m Backstroke S7;7;4629;Marro;Guillermo;ARG;1983;01:17.58;77580;MQS;18.7.2015;Glasgow;Great Britain
SWMBA107010000;M;Men's 100 m Backstroke S7;8;8948;Yang;Huaqiang;CHN;1992;01:18.28;78280;MQS;18.7.2015;Glasgow;Great Britain
SWMBA107010000;M;Men's 100 m Backstroke S7;9;7191;Rada;Ante;CRO;1995;01:18.76;78760;MQS;18.7.2015;Glasgow;Great Britain
SWMBA107010000;M;Men's 100 m Backstroke S7;10;14539;Wang;Jingang;CHN;1991;01:19.74;79740;MET;22.10.2014;Incheon;South Korea
SWMBA107010000;M;Men's 100 m Backstroke S7;11;4687;Santos;Ronaldo;BRA;1977;01:21.11;81110;MET;16.11.2014;Fortaleza;Brazil
SWMBA107010000;M;Men's 100 m Backstroke S7;12;10594;Sukharev;Sergey;RUS;1991;01:21.17;81170;MET;8.4.2015;Ramenskoe;Russia
SWMBA107010000;M;Men's 100 m Backstroke S7;13;26891;Jones;Michael;GBR;1994;01:21.31;81310;MET;26.6.2015;Glasgow;Great Britain
SWMBA107010000;M;Men's 100 m Backstroke S7;14;17227;Kozlenko;Andriy;UKR;1996;01:21.45;81450;MET;18.7.2015;Glasgow;Great Britain
SWMBA107010000;M;Men's 100 m Backstroke S7;15;22574;Ponce Bertran;Antoni;ESP;1987;01:22.16;82160;MET;17.4.2015;Berlin;Germany
SWMBA107010000;M;Men's 100 m Backstroke S7;16;7296;Schuermann;Hannes;GER;1997;01:22.99;82990;MET;18.7.2015;Glasgow;Great Britain
SWMBA107010000;M;Men's 100 m Backstroke S7;17;4820;Lavalliere;Jean-Michel;CAN;1990;01:24.44;84440;MET;7.12.2014;Edmonton, AB;Canada
SWMBA108010000;M;Men's 100 m Backstroke S8;1;5309;Lisenkov;Konstantin;RUS;1989;01:05.81;65810;MQS;18.7.2015;Glasgow;Great Britain
SWMBA108010000;M;Men's 100 m Backstroke S8;2;17858;Bozhynskyi;Iurii;UKR;1992;01:05.94;65940;MQS;18.7.2015;Glasgow;Great Britain
SWMBA108010000;M;Men's 100 m Backstroke S8;3;18264;Griswold;Robert;USA;1996;01:05.96;65960;MQS;22.3.2015;Toronto, Ont.;Canada
SWMBA108010000;M;Men's 100 m Backstroke S8;4;11262;Hynd;Oliver;GBR;1994;01:06.08;66080;MQS;18.7.2015;Glasgow;Great Britain
SWMBA108010000;M;Men's 100 m Backstroke S8;5;14876;Tarasov;Denis;RUS;1993;01:06.46;66460;MQS;18.7.2015;Glasgow;Great Britain
SWMBA108010000;M;Men's 100 m Backstroke S8;6;15325;Aungles;Jesse;AUS;1995;01:08.08;68080;MQS;18.7.2015;Glasgow;Great Britain
SWMBA108010000;M;Men's 100 m Backstroke S8;7;14533;Wang;Yinan;CHN;1989;01:09.73;69730;MQS;22.10.2014;Incheon;South Korea
SWMBA108010000;M;Men's 100 m Backstroke S8;8;14510;Song;Maodang;CHN;1993;01:10.47;70470;MQS;22.10.2014;Incheon;South Korea
SWMBA108010000;M;Men's 100 m Backstroke S8;9;5327;Mortensen;Niels Korfitz;DEN;1995;01:10.81;70810;MQS;17.4.2015;Berlin;Germany
SWMBA108010000;M;Men's 100 m Backstroke S8;10;15219;Carlomagno;Pipo;ARG;1993;01:10.98;70980;MQS;18.7.2015;Glasgow;Great Britain
SWMBA108010000;M;Men's 100 m Backstroke S8;11;9076;Oliveira;Caio;BRA;1993;01:13.94;73940;MET;16.11.2014;Fortaleza;Brazil
SWMBA108010000;M;Men's 100 m Backstroke S8;12;9175;Andrade Guillen;Luis Armando;MEX;1995;01:17.09;77090;MET;18.7.2015;Glasgow;Great Britain
SWMBA108010000;M;Men's 100 m Backstroke S8;13;11279;Carreira;David;POR;1990;01:17.29;77290;MET;18.7.2015;Glasgow;Great Britain
SWMBA109010000;M;Men's 100 m Backstroke S9;1;5504;Crisp;James;GBR;1982;01:04.05;64050;MQS;2.8.2015;Sheffield;Great Britain
SWMBA109010000;M;Men's 100 m Backstroke S9;2=;11937;Liu;Xiaobing;CHN;1990;01:05.01;65010;MQS;23.10.2014;Incheon;South Korea
SWMBA109010000;M;Men's 100 m Backstroke S9;2=;5577;Hall;Brenden;AUS;1993;01:05.01;65010;MQS;13.7.2015;Glasgow;Great Britain
SWMBA109010000;M;Men's 100 m Backstroke S9;4;6480;Toth;Tamas;HUN;1992;01:05.24;65240;MQS;13.7.2015;Glasgow;Great Britain
SWMBA109010000;M;Men's 100 m Backstroke S9;5;11792;BISKUP;PATRYK;POL;1998;01:05.39;65390;MQS;13.7.2015;Glasgow;Great Britain
SWMBA109010000;M;Men's 100 m Backstroke S9;6;5924;Bureau;Cody;USA;1988;01:05.86;65860;MQS;13.7.2015;Glasgow;Great Britain
SWMBA109010000;M;Men's 100 m Backstroke S9;7;5869;Vincetic;Kristijan;CRO;1991;01:06.16;66160;MQS;13.7.2015;Glasgow;Great Britain
SWMBA109010000;M;Men's 100 m Backstroke S9;8;21814;Hodge;Timothy;AUS;2001;01:06.18;66180;MQS;3.4.2015;Sydney;Australia
SWMBA109010000;M;Men's 100 m Backstroke S9;9;15327;Powell;Logan;AUS;1999;01:06.65;66650;MQS;3.4.2015;Sydney;Australia
SWMBA109010000;M;Men's 100 m Backstroke S9;10;15625;Reynolds;Jesse;NZL;1996;01:06.85;66850;MQS;13.7.2015;Glasgow;Great Britain
SWMBA109010000;M;Men's 100 m Backstroke S9;11;19421;Disken;Timothy;AUS;1996;01:07.09;67090;MQS;3.4.2015;Sydney;Australia
SWMBA109010000;M;Men's 100 m Backstroke S9;12;21147;Cui;Yongjia;CHN;1994;01:08.10;68100;MET;23.10.2014;Incheon;South Korea
SWMBA109010000;M;Men's 100 m Backstroke S9;13;15328;Crothers;Rowan;AUS;1997;01:08.55;68550;MET;17.12.2014;Brisbane;Australia
SWMBA109010000;M;Men's 100 m Backstroke S9;14;20335;White;Lewis;GBR;2000;01:08.66;68660;MET;2.8.2015;Sheffield;Great Britain
SWMBA109010000;M;Men's 100 m Backstroke S9;14=;5712;Morlacchi;Federico;ITA;1993;01:08.82;68820;MET;27.6.2015;Busto Asizio;Italy
SWMBA109010000;M;Men's 100 m Backstroke S9;16=;8700;Kwon;Hyun;KOR;1991;01:10.17;70170;MET;23.10.2014;Incheon;South Korea
SWMBA109010000;M;Men's 100 m Backstroke S9;17;10976;Booth;Jonathan;GBR;1998;01:10.32;70320;MET;28.3.2015;Glasgow;Great Britain
SWMBA110010000;M;Men's 100 m Backstroke S10;1;14673;van de Voort;Olivier;NED;1997;00:59.56;59560;MQS;5.4.2015;Eindhoven;Netherlands
SWMBA110010000;M;Men's 100 m Backstroke S10;2;6145;Brasil;Andre;BRA;1984;00:59.95;59950;MQS;16.7.2015;Glasgow;Great Britain
SWMBA110010000;M;Men's 100 m Backstroke S10;3;6115;Anderson;Michael;AUS;1987;01:01.58;61580;MQS;3.4.2015;Sydney;Australia
SWMBA110010000;M;Men's 100 m Backstroke S10;4;6253;Huot;Benoit;CAN;1984;01:01.63;61630;MQS;16.7.2015;Glasgow;Great Britain
SWMBA110010000;M;Men's 100 m Backstroke S10;5;6405;Ploomipuu;Kardo;EST;1988;01:01.69;61690;MQS;16.7.2015;Glasgow;Great Britain
SWMBA110010000;M;Men's 100 m Backstroke S10;6;22551;Elliot;Alec;CAN;1996;01:02.11;62110;MQS;22.3.2015;Toronto, Ont.;Canada
SWMBA110010000;M;Men's 100 m Backstroke S10;7;22291;Dubrov;Denys;UKR;1989;01:04.23;64230;MQS;16.7.2015;Glasgow;Great Britain
SWMBA110010000;M;Men's 100 m Backstroke S10;8;6089;Herendeen;Dalton;USA;1993;01:04.36;64360;MQS;22.3.2015;Toronto, Ont.;Canada
SWMBA110010000;M;Men's 100 m Backstroke S10;9;6477;Tidy;Jeremy;AUS;1987;01:04.41;64410;MQS;3.4.2015;Sydney;Australia
SWMBA110010000;M;Men's 100 m Backstroke S10;10;7632;Grigoryev;Dmitry;RUS;1992;01:04.42;64420;MQS;8.4.2015;Ramenskoe;Russia
SWMBA110010000;M;Men's 100 m Backstroke S10;11;6247;Hollis;James;GBR;1994;01:05.28;65280;MET;2.8.2015;Sheffield;Great Britain
SWMBA110010000;M;Men's 100 m Backstroke S10;12;6527;Isaiev;Maksym;UKR;1991;01:06.52;66520;MET;16.7.2015;Glasgow;Great Britain
SWMBA110010000;M;Men's 100 m Backstroke S10;13;7707;Poltavtsev;Pavel;RUS;1989;01:08.42;68420;MET;8.4.2015;Ramenskoe;Russia
SWMBA110010000;M;Men's 100 m Backstroke S10;14;6314;Lin;Furong;CHN;1992;01:08.74;68740;MET;23.10.2014;Incheon;South Korea
SWMBA111010000;M;Men's 100 m Backstroke S11;1;7213;Zalevskyy;Dmytro;UKR;1993;01:08.42;68420;MQS;15.7.2015;Glasgow;Great Britain
SWMBA111010000;M;Men's 100 m Backstroke S11;2;6706;Yang;Bozun;CHN;1986;01:09.35;69350;MQS;12.5.2015;Seoul;South Korea
SWMBA111010000;M;Men's 100 m Backstroke S11;3;6675;Smyrnov;Viktor;UKR;1986;01:09.59;69590;MQS;15.7.2015;Glasgow;Great Britain
SWMBA111010000;M;Men's 100 m Backstroke S11;4;22716;Makowski;Wojciech Artur;POL;1992;01:11.83;71830;MQS;15.7.2015;Glasgow;Great Britain
SWMBA111010000;M;Men's 100 m Backstroke S11;5;11940;Lou;Chenquan;CHN;1990;01:12.74;72740;MQS;12.5.2015;Seoul;South Korea
SWMBA111010000;M;Men's 100 m Backstroke S11;6;6612;Mashchenko;Oleksandr;UKR;1985;01:13.05;73050;MQS;15.7.2015;Glasgow;Great Britain
SWMBA111010000;M;Men's 100 m Backstroke S11;7;11010;Herbst;Hendri;RSA;1992;01:14.53;74530;MQS;13.4.2015;Durban;South Africa
SWMBA111010000;M;Men's 100 m Backstroke S11;8;24356;Smrcka;Miroslav;CZE;1963;01:15.06;75060;MQS;17.4.2015;Berlin;Germany
SWMBA111010000;M;Men's 100 m Backstroke S11;9;6708;Zayas;Sergio;ARG;1990;01:15.80;75800;MQS;24.4.2015;Sao Paulo;Brazil
SWMBA111010000;M;Men's 100 m Backstroke S11;10;6597;Kimura;Keiichi;JPN;1990;01:16.11;76110;MQS;20.10.2014;Incheon;South Korea
SWMBA111010000;M;Men's 100 m Backstroke S11;11;24354;Belousov;Kirill;RUS;2000;01:18.14;78140;MQS;12.5.2015;Seoul;South Korea
SWMBA111010000;M;Men's 100 m Backstroke S11;12;6566;Drake;Tharon;USA;1992;01:20.00;80000;MET;17.4.2015;Berlin;Germany
SWMBA111010000;M;Men's 100 m Backstroke S11;13;9181;Urbano Herrera;Brayan Mauricio;COL;1994;01:20.48;80480;MET;22.11.2014;Medellin;Colombia
SWMBA111010000;M;Men's 100 m Backstroke S11;14;9186;Lemus Rojas;Leider Albeiro;COL;1987;01:22.23;82230;MET;22.11.2014;Medellin;Colombia
SWMBA112010000;M;Men's 100 m Backstroke S12;1;6823;Nevolin-Svetov;Aleksandr;RUS;1988;01:00.62;60620;MQS;15.7.2015;Glasgow;Great Britain
SWMBA112010000;M;Men's 100 m Backstroke S12;2;6792;Klippert;Sergii;UKR;1989;01:01.28;61280;MQS;15.7.2015;Glasgow;Great Britain
SWMBA112010000;M;Men's 100 m Backstroke S12;3;6738;Dupree;Tucker;USA;1989;01:01.36;61360;MQS;15.7.2015;Glasgow;Great Britain
SWMBA112010000;M;Men's 100 m Backstroke S12;4;11907;Makarov;Roman;RUS;1984;01:01.53;61530;MQS;15.7.2015;Glasgow;Great Britain
SWMBA112010000;M;Men's 100 m Backstroke S12;5;7043;Taiganidis;Charalampos;GRE;1981;01:01.57;61570;MQS;15.7.2015;Glasgow;Great Britain
SWMBA112010000;M;Men's 100 m Backstroke S12;6;7020;Salei;Dzmitry;AZE;1989;01:03.05;63050;MQS;12.5.2015;Seoul;South Korea
SWMBA112010000;M;Men's 100 m Backstroke S12;7;19534;Saifutdinov;Artur;RUS;1997;01:05.29;65290;MQS;12.5.2015;Seoul;South Korea
SWMBA112010000;M;Men's 100 m Backstroke S12;8;6921;Chufarov;Danylo;UKR;1989;01:06.21;66210;MQS;15.7.2015;Glasgow;Great Britain
SWMBA112010000;M;Men's 100 m Backstroke S12;9;7031;Simon;Daniel;GER;1988;01:07.48;67480;MQS;17.4.2015;Berlin;Germany
SWMBA112010000;M;Men's 100 m Backstroke S12;10;14543;Akhmetov;Anuar;KAZ;1993;01:08.53;68530;MQS;15.7.2015;Glasgow;Great Britain
SWMBA112010000;M;Men's 100 m Backstroke S12;11;15684;Sottile;Fabrizio;ITA;1993;01:10.12;70120;MQS;10.5.2015;Cremona;Italy
SWMBA112010000;M;Men's 100 m Backstroke S12;12;9187;Giraldo Correa;Daniel;COL;1984;01:10.20;70200;MQS;22.3.2015;Cali;Colombia
SWMBA112010000;M;Men's 100 m Backstroke S12;13;6872;Stabrovskyy;Anton;UKR;1987;01:10.48;70480;MQS;15.7.2015;Glasgow;Great Britain
SWMBA112010000;M;Men's 100 m Backstroke S12;14;22697;Zudzilau;Hryhory;BLR;1999;01:11.63;71630;MQS;15.7.2015;Glasgow;Great Britain
SWMBA112010000;M;Men's 100 m Backstroke S12;14=;20385;Cuesta Martinez;Diego Fernando;COL;1986;01:13.43;73430;MET;12.5.2015;Seoul;South Korea
SWMBA112010000;M;Men's 100 m Backstroke S12;16;21985;Dorsman;Rogier;NED;1999;01:13.50;73500;MET;13.6.2015;Eindhoven;Netherlands
SWMBA112010000;M;Men's 100 m Backstroke S12;17;10699;Sato;Kenta;JPN;1991;01:13.89;73890;MET;20.10.2014;Incheon;South Korea
SWMBA112010000;M;Men's 100 m Backstroke S12;18;21482;Afanasyev;Andrey;KAZ;1998;01:14.42;74420;MET;15.7.2015;Glasgow;Great Britain
SWMBA113010000;M;Men's 100 m Backstroke S13;1;7861;Boki;Ihar;BLR;1994;00:56.74;56740;MQS;15.7.2015;Glasgow;Great Britain
SWMBA113010000;M;Men's 100 m Backstroke S13;2;19525;Denysenko;Iaroslav;UKR;1991;00:59.08;59080;MQS;15.7.2015;Glasgow;Great Britain
SWMBA113010000;M;Men's 100 m Backstroke S13;3;2884;Russo;Sean;AUS;1991;01:01.10;61100;MQS;15.7.2015;Glasgow;Great Britain
SWMBA113010000;M;Men's 100 m Backstroke S13;4;17464;Pankov;Kirill;UZB;1995;01:01.13;61130;MQS;15.7.2015;Glasgow;Great Britain
SWMBA113010000;M;Men's 100 m Backstroke S13;5;15207;Turbide;Nicolas Guy;CAN;1997;01:02.31;62310;MQS;15.7.2015;Glasgow;Great Britain
SWMBA113010000;M;Men's 100 m Backstroke S13;6;6983;Latikka;Antti Antero;FIN;1990;01:02.68;62680;MQS;21.3.2015;Espoo;Finland
SWMBA113010000;M;Men's 100 m Backstroke S13;7;9245;Clegg;Stephen;GBR;1995;01:04.01;64010;MQS;2.8.2015;Sheffield;Great Britain
SWMBA113010000;M;Men's 100 m Backstroke S13;8;6946;Gotell;Devin;CAN;1990;01:08.58;68580;MQS;28.3.2015;Glasgow;Great Britain
